char, level, race, charclass, zone, guild, timestamp
62457,59,Undead,Mage,Hellfire Peninsula,103,01/01/08 15:53:55
23584,59,Undead,Mage,Hellfire Peninsula,189,01/01/08 15:53:55
24802,60,Undead,Mage,Hellfire Peninsula,136,01/01/08 15:53:55
22576,61,Undead,Warrior,Hellfire Peninsula,35,01/01/08 15:53:55
61283,62,Undead,Priest,Hellfire Peninsula,282,01/01/08 15:53:55
64276,62,Undead,Rogue,Hellfire Peninsula,-1,01/01/08 15:53:55
28699,56,Undead,Mage,Orgrimmar,-1,01/01/08 15:53:55
52751,56,Undead,Priest,Orgrimmar,53,01/01/08 15:53:55
48223,59,Undead,Mage,Alterac Mountains,167,01/01/08 15:53:55
31145,52,Undead,Warlock,Undercity,167,01/01/08 15:53:55
34666,62,Undead,Warlock,Undercity,243,01/01/08 15:53:55
32818,61,Undead,Mage,Eastern Plaguelands,167,01/01/08 15:53:55
51708,64,Undead,Rogue,Nagrand,258,01/01/08 15:53:55
63425,56,Undead,Priest,Azshara,253,01/01/08 15:53:55
17694,63,Undead,Warrior,Zangarmarsh,161,01/01/08 15:53:55
64860,64,Undead,Warlock,Zangarmarsh,-1,01/01/08 15:53:55
1905,65,Undead,Warlock,Terokkar Forest,4,01/01/08 15:54:00
58571,65,Undead,Warlock,Terokkar Forest,167,01/01/08 15:54:00
4198,66,Undead,Priest,Nagrand,53,01/01/08 15:54:00
51350,68,Undead,Warlock,Thousand Needles,167,01/01/08 15:54:05
61883,69,Undead,Rogue,Orgrimmar,291,01/01/08 15:54:05
20884,69,Undead,Rogue,Shadowmoon Valley,165,01/01/08 15:54:05
1231,67,Undead,Priest,Terokkar Forest,4,01/01/08 15:54:05
21976,68,Undead,Warlock,Nagrand,103,01/01/08 15:54:05
60236,68,Undead,Warrior,Netherstorm,-1,01/01/08 15:54:05
12666,69,Undead,Warlock,Netherstorm,161,01/01/08 15:54:05
22543,70,Undead,Mage,Blade's Edge Mountains,101,01/01/08 15:54:10
22453,70,Undead,Mage,Blade's Edge Mountains,103,01/01/08 15:54:10
22442,70,Undead,Mage,Blade's Edge Mountains,103,01/01/08 15:54:10
10790,70,Undead,Mage,Karazhan,103,01/01/08 15:54:10
1177,70,Undead,Mage,Hellfire Ramparts,97,01/01/08 15:54:10
2763,70,Undead,Mage,Undercity,169,01/01/08 15:54:10
3100,70,Undead,Mage,Undercity,19,01/01/08 15:54:10
30554,70,Undead,Mage,Warsong Gulch,104,01/01/08 15:54:10
929,70,Undead,Mage,Shattrath City,5,01/01/08 15:54:10
44650,70,Undead,Mage,Shattrath City,53,01/01/08 15:54:10
31708,70,Undead,Mage,Shattrath City,104,01/01/08 15:54:10
53102,70,Undead,Mage,Auchindoun: Shadow Labyrinth,167,01/01/08 15:54:10
22777,70,Undead,Mage,Mana-Tombs,174,01/01/08 15:54:10
32141,70,Undead,Mage,The Shattered Halls,167,01/01/08 15:54:10
52990,70,Undead,Mage,Netherstorm,161,01/01/08 15:54:10
7842,70,Undead,Mage,Netherstorm,62,01/01/08 15:54:10
56232,70,Undead,Mage,Arathi Basin,101,01/01/08 15:54:10
22038,70,Undead,Mage,The Mechanar,103,01/01/08 15:54:10
22176,70,Undead,Priest,Orgrimmar,101,01/01/08 15:54:16
29692,70,Undead,Priest,Shadowmoon Valley,5,01/01/08 15:54:16
22323,70,Undead,Priest,Shattrath City,103,01/01/08 15:54:16
54289,70,Undead,Priest,Shattrath City,161,01/01/08 15:54:16
24390,70,Undead,Priest,Mana-Tombs,174,01/01/08 15:54:16
26610,70,Undead,Priest,The Botanica,204,01/01/08 15:54:16
13619,70,Undead,Priest,Terokkar Forest,281,01/01/08 15:54:16
2166,70,Undead,Priest,The Shattered Halls,62,01/01/08 15:54:16
941,70,Undead,Priest,Nagrand,19,01/01/08 15:54:16
10700,70,Undead,Priest,Zangarmarsh,104,01/01/08 15:54:16
60698,70,Undead,Priest,The Mechanar,253,01/01/08 15:54:16
323,70,Undead,Rogue,Hellfire Ramparts,9,01/01/08 15:54:21
53439,70,Undead,Rogue,Sethekk Halls,35,01/01/08 15:54:21
362,70,Undead,Rogue,Alterac Valley,19,01/01/08 15:54:21
4858,70,Undead,Rogue,Warsong Gulch,104,01/01/08 15:54:21
26098,70,Undead,Rogue,Shattrath City,53,01/01/08 15:54:21
21500,70,Undead,Rogue,Shattrath City,53,01/01/08 15:54:21
63302,70,Undead,Rogue,Mana-Tombs,161,01/01/08 15:54:21
1639,70,Undead,Rogue,Nagrand Arena,19,01/01/08 15:54:21
22357,70,Undead,Rogue,Feralas,167,01/01/08 15:54:21
27595,70,Undead,Rogue,Arathi Basin,104,01/01/08 15:54:21
22678,70,Undead,Rogue,Arathi Basin,104,01/01/08 15:54:21
61389,70,Undead,Rogue,Arathi Basin,167,01/01/08 15:54:21
22662,70,Undead,Rogue,Arathi Highlands,101,01/01/08 15:54:21
22908,70,Undead,Warlock,Blade's Edge Mountains,19,01/01/08 15:54:26
61473,70,Undead,Warlock,Blade's Edge Mountains,167,01/01/08 15:54:26
22511,70,Undead,Warlock,Karazhan,103,01/01/08 15:54:26
14888,70,Undead,Warlock,Karazhan,103,01/01/08 15:54:26
16597,70,Undead,Warlock,Sethekk Halls,103,01/01/08 15:54:26
22440,70,Undead,Warlock,Orgrimmar,103,01/01/08 15:54:26
17528,70,Undead,Warlock,Orgrimmar,-1,01/01/08 15:54:26
41729,70,Undead,Warlock,Orgrimmar,103,01/01/08 15:54:26
12933,70,Undead,Warlock,Orgrimmar,62,01/01/08 15:54:26
11706,70,Undead,Warlock,Alterac Valley,101,01/01/08 15:54:26
944,70,Undead,Warlock,Shadowmoon Valley,5,01/01/08 15:54:26
58444,70,Undead,Warlock,Shadowmoon Valley,165,01/01/08 15:54:26
36332,70,Undead,Warlock,Warsong Gulch,62,01/01/08 15:54:26
23937,70,Undead,Warlock,Shattrath City,104,01/01/08 15:54:26
10641,70,Undead,Warlock,Shattrath City,290,01/01/08 15:54:26
23060,70,Undead,Warlock,Eye of the Storm,216,01/01/08 15:54:26
54261,70,Undead,Warlock,Mana-Tombs,-1,01/01/08 15:54:26
29645,70,Undead,Warlock,Terokkar Forest,101,01/01/08 15:54:26
640,70,Undead,Warlock,Terokkar Forest,5,01/01/08 15:54:26
57702,70,Undead,Warlock,Terokkar Forest,291,01/01/08 15:54:26
26693,70,Undead,Warlock,Arathi Basin,5,01/01/08 15:54:26
394,70,Undead,Warlock,Arathi Basin,35,01/01/08 15:54:26
55783,70,Undead,Warrior,Orgrimmar,103,01/01/08 15:54:31
59791,70,Undead,Warrior,Orgrimmar,103,01/01/08 15:54:31
1449,70,Undead,Warrior,The Botanica,5,01/01/08 15:54:31
65581,7,Blood Elf,Rogue,Tirisfal Glades,-1,01/01/08 15:54:36
65423,5,Blood Elf,Hunter,Eversong Woods,-1,01/01/08 15:54:36
65512,6,Blood Elf,Paladin,Eversong Woods,79,01/01/08 15:54:36
65574,9,Blood Elf,Priest,Eversong Woods,-1,01/01/08 15:54:36
65469,10,Blood Elf,Paladin,Eversong Woods,-1,01/01/08 15:54:36
65562,10,Blood Elf,Warlock,Ghostlands,-1,01/01/08 15:54:36
46410,11,Blood Elf,Mage,Eversong Woods,-1,01/01/08 15:54:41
46393,12,Blood Elf,Paladin,Eversong Woods,-1,01/01/08 15:54:41
64465,14,Blood Elf,Hunter,Ghostlands,-1,01/01/08 15:54:41
46144,14,Blood Elf,Rogue,Ghostlands,251,01/01/08 15:54:41
65331,15,Blood Elf,Mage,Ghostlands,167,01/01/08 15:54:41
65103,15,Blood Elf,Rogue,Ghostlands,282,01/01/08 15:54:41
63434,15,Blood Elf,Paladin,Ghostlands,282,01/01/08 15:54:41
65052,15,Blood Elf,Paladin,Ghostlands,-1,01/01/08 15:54:41
65040,15,Blood Elf,Warlock,Ghostlands,-1,01/01/08 15:54:41
41252,16,Blood Elf,Paladin,Ghostlands,103,01/01/08 15:54:41
64983,18,Blood Elf,Paladin,Ghostlands,282,01/01/08 15:54:41
65066,19,Blood Elf,Priest,Ghostlands,-1,01/01/08 15:54:41
64635,19,Blood Elf,Paladin,Ghostlands,-1,01/01/08 15:54:41
46094,20,Blood Elf,Mage,Ghostlands,-1,01/01/08 15:54:41
41436,20,Blood Elf,Paladin,Ghostlands,282,01/01/08 15:54:41
64558,25,Blood Elf,Paladin,Thousand Needles,-1,01/01/08 15:54:46
65230,24,Blood Elf,Hunter,Orgrimmar,-1,01/01/08 15:54:46
47981,30,Blood Elf,Warlock,Orgrimmar,-1,01/01/08 15:54:46
65322,24,Blood Elf,Rogue,Hillsbrad Foothills,-1,01/01/08 15:54:46
63818,28,Blood Elf,Priest,Hillsbrad Foothills,-1,01/01/08 15:54:46
63650,28,Blood Elf,Paladin,Hillsbrad Foothills,-1,01/01/08 15:54:46
63662,29,Blood Elf,Paladin,Undercity,282,01/01/08 15:54:46
46735,25,Blood Elf,Priest,Stonetalon Mountains,-1,01/01/08 15:54:46
64632,29,Blood Elf,Paladin,Stonetalon Mountains,282,01/01/08 15:54:46
63584,30,Blood Elf,Warlock,Stranglethorn Vale,251,01/01/08 15:54:46
64796,22,Blood Elf,Priest,The Barrens,-1,01/01/08 15:54:46
52234,25,Blood Elf,Warlock,Silverpine Forest,282,01/01/08 15:54:46
56652,21,Blood Elf,Paladin,Ghostlands,-1,01/01/08 15:54:46
37186,24,Blood Elf,Rogue,Blackfathom Deeps,-1,01/01/08 15:54:46
48246,32,Blood Elf,Priest,Desolace,53,01/01/08 15:54:51
64656,36,Blood Elf,Paladin,Stranglethorn Vale,282,01/01/08 15:54:51
44387,38,Blood Elf,Paladin,Stranglethorn Vale,289,01/01/08 15:54:51
62995,39,Blood Elf,Hunter,Stranglethorn Vale,293,01/01/08 15:54:51
64408,38,Blood Elf,Priest,Badlands,256,01/01/08 15:54:51
64597,36,Blood Elf,Paladin,Arathi Highlands,282,01/01/08 15:54:51
37036,37,Blood Elf,Priest,Arathi Highlands,282,01/01/08 15:54:51
60500,41,Blood Elf,Rogue,Thousand Needles,-1,01/01/08 15:54:56
44500,44,Blood Elf,Rogue,Zul'Farrak,243,01/01/08 15:54:56
31453,41,Blood Elf,Hunter,Stranglethorn Vale,216,01/01/08 15:54:56
32985,41,Blood Elf,Paladin,Stranglethorn Vale,108,01/01/08 15:54:56
41998,41,Blood Elf,Hunter,Badlands,282,01/01/08 15:54:56
61942,45,Blood Elf,Priest,Feralas,-1,01/01/08 15:54:56
53356,42,Blood Elf,Priest,Arathi Highlands,-1,01/01/08 15:54:56
64141,49,Blood Elf,Warlock,Tanaris,282,01/01/08 15:55:01
48417,50,Blood Elf,Paladin,Tanaris,19,01/01/08 15:55:01
59614,50,Blood Elf,Paladin,Tanaris,167,01/01/08 15:55:01
59162,49,Blood Elf,Mage,Dustwallow Marsh,282,01/01/08 15:55:01
45968,47,Blood Elf,Warlock,Stranglethorn Vale,282,01/01/08 15:55:01
61579,47,Blood Elf,Mage,Feralas,167,01/01/08 15:55:01
65055,50,Blood Elf,Warlock,Feralas,53,01/01/08 15:55:01
38305,54,Blood Elf,Mage,Winterspring,53,01/01/08 15:55:06
39826,51,Blood Elf,Mage,Tanaris,-1,01/01/08 15:55:06
49721,51,Blood Elf,Warlock,Zul'Farrak,243,01/01/08 15:55:06
41992,52,Blood Elf,Hunter,Azshara,161,01/01/08 15:55:06
39062,55,Blood Elf,Paladin,Badlands,9,01/01/08 15:55:06
47108,51,Blood Elf,Paladin,Western Plaguelands,161,01/01/08 15:55:06
57922,52,Blood Elf,Mage,Western Plaguelands,165,01/01/08 15:55:06
30070,54,Blood Elf,Paladin,Western Plaguelands,-1,01/01/08 15:55:06
58097,54,Blood Elf,Hunter,Arathi Basin,174,01/01/08 15:55:06
56756,58,Blood Elf,Mage,Winterspring,161,01/01/08 15:55:12
55932,58,Blood Elf,Mage,Winterspring,251,01/01/08 15:55:12
61773,56,Blood Elf,Warlock,Hellfire Peninsula,269,01/01/08 15:55:12
56544,58,Blood Elf,Hunter,Hellfire Peninsula,282,01/01/08 15:55:12
63202,60,Blood Elf,Priest,Hellfire Peninsula,161,01/01/08 15:55:12
60100,58,Blood Elf,Paladin,Tanaris,161,01/01/08 15:55:12
62447,56,Blood Elf,Hunter,Un'Goro Crater,79,01/01/08 15:55:12
64095,60,Blood Elf,Warlock,Un'Goro Crater,288,01/01/08 15:55:12
63729,58,Blood Elf,Mage,Eastern Plaguelands,79,01/01/08 15:55:12
62829,59,Blood Elf,Mage,Felwood,282,01/01/08 15:55:12
58750,59,Blood Elf,Priest,Felwood,282,01/01/08 15:55:12
56882,61,Blood Elf,Hunter,Hellfire Peninsula,-1,01/01/08 15:55:17
59446,61,Blood Elf,Mage,Tanaris,167,01/01/08 15:55:17
61769,65,Blood Elf,Hunter,Undercity,167,01/01/08 15:55:17
62446,63,Blood Elf,Mage,Shattrath City,-1,01/01/08 15:55:17
61494,65,Blood Elf,Rogue,Mana-Tombs,167,01/01/08 15:55:17
63401,62,Blood Elf,Hunter,Zangarmarsh,220,01/01/08 15:55:17
61482,62,Blood Elf,Paladin,Zangarmarsh,189,01/01/08 15:55:17
64813,64,Blood Elf,Priest,Zangarmarsh,-1,01/01/08 15:55:17
41411,65,Blood Elf,Warlock,Zangarmarsh,-1,01/01/08 15:55:17
47880,67,Blood Elf,Hunter,Terokkar Forest,53,01/01/08 15:55:22
51768,68,Blood Elf,Mage,Winterspring,161,01/01/08 15:55:27
47880,67,Blood Elf,Hunter,Terokkar Forest,53,01/01/08 15:55:27
54534,68,Blood Elf,Priest,Nagrand,-1,01/01/08 15:55:27
51768,68,Blood Elf,Mage,Winterspring,161,01/01/08 15:55:32
61505,69,Blood Elf,Rogue,Tanaris,174,01/01/08 15:55:32
47880,67,Blood Elf,Hunter,Terokkar Forest,53,01/01/08 15:55:32
54534,68,Blood Elf,Priest,Nagrand,-1,01/01/08 15:55:32
37038,70,Blood Elf,Paladin,Blade's Edge Mountains,62,01/01/08 15:55:37
53611,70,Blood Elf,Paladin,Karazhan,103,01/01/08 15:55:37
37317,70,Blood Elf,Paladin,Hellfire Peninsula,103,01/01/08 15:55:37
43406,70,Blood Elf,Paladin,Hellfire Ramparts,19,01/01/08 15:55:37
39833,70,Blood Elf,Paladin,Tanaris,161,01/01/08 15:55:37
47328,70,Blood Elf,Paladin,Sethekk Halls,167,01/01/08 15:55:37
47368,70,Blood Elf,Paladin,Orgrimmar,281,01/01/08 15:55:37
47821,70,Blood Elf,Paladin,Orgrimmar,189,01/01/08 15:55:37
36442,70,Blood Elf,Paladin,Alterac Valley,-1,01/01/08 15:55:37
9044,70,Blood Elf,Paladin,Coilfang: The Slave Pens,174,01/01/08 15:55:37
45166,70,Blood Elf,Paladin,Coilfang: The Slave Pens,5,01/01/08 15:55:37
35204,70,Blood Elf,Paladin,Shadowmoon Valley,35,01/01/08 15:55:37
39099,70,Blood Elf,Paladin,Shattrath City,103,01/01/08 15:55:37
35051,70,Blood Elf,Paladin,Shattrath City,9,01/01/08 15:55:37
34454,70,Blood Elf,Paladin,Eye of the Storm,103,01/01/08 15:55:37
35760,70,Blood Elf,Paladin,The Shattered Halls,53,01/01/08 15:55:37
59548,70,Blood Elf,Paladin,The Steamvault,282,01/01/08 15:55:37
51444,70,Blood Elf,Paladin,Netherstorm,103,01/01/08 15:55:37
37839,70,Blood Elf,Hunter,Shattrath City,35,01/01/08 15:55:42
63335,70,Blood Elf,Hunter,Shattrath City,103,01/01/08 15:55:42
54775,70,Blood Elf,Hunter,Auchindoun: Shadow Labyrinth,167,01/01/08 15:55:42
58432,70,Blood Elf,Hunter,Zangarmarsh,53,01/01/08 15:55:42
55667,70,Blood Elf,Hunter,Arathi Basin,101,01/01/08 15:55:42
51932,70,Blood Elf,Rogue,Karazhan,103,01/01/08 15:55:47
58074,70,Blood Elf,Priest,Sethekk Halls,204,01/01/08 15:55:52
55791,70,Blood Elf,Priest,Coilfang: The Slave Pens,104,01/01/08 15:55:52
43945,70,Blood Elf,Priest,Coilfang: The Slave Pens,19,01/01/08 15:55:52
48024,70,Blood Elf,Priest,Shattrath City,35,01/01/08 15:55:52
59334,70,Blood Elf,Priest,Auchindoun: Shadow Labyrinth,167,01/01/08 15:55:52
58710,70,Blood Elf,Priest,Eye of the Storm,5,01/01/08 15:55:52
48802,70,Blood Elf,Priest,The Steamvault,53,01/01/08 15:55:52
59606,70,Blood Elf,Priest,Netherstorm,165,01/01/08 15:55:52
51738,70,Blood Elf,Priest,Arathi Basin,104,01/01/08 15:55:52
59803,70,Blood Elf,Priest,Arathi Basin,-1,01/01/08 15:55:52
27879,70,Blood Elf,Warlock,Blade's Edge Mountains,103,01/01/08 15:55:58
2715,70,Blood Elf,Warlock,Tanaris,161,01/01/08 15:55:58
58891,70,Blood Elf,Warlock,Tanaris,161,01/01/08 15:55:58
38362,70,Blood Elf,Warlock,Sethekk Halls,161,01/01/08 15:55:58
44123,70,Blood Elf,Warlock,Orgrimmar,216,01/01/08 15:55:58
58242,70,Blood Elf,Warlock,Orgrimmar,167,01/01/08 15:55:58
56081,70,Blood Elf,Warlock,Coilfang: The Slave Pens,103,01/01/08 15:55:58
34331,70,Blood Elf,Warlock,Warsong Gulch,104,01/01/08 15:55:58
9486,70,Blood Elf,Warlock,Shattrath City,101,01/01/08 15:55:58
37133,70,Blood Elf,Warlock,Mana-Tombs,-1,01/01/08 15:55:58
60168,70,Blood Elf,Warlock,Terokkar Forest,5,01/01/08 15:55:58
34664,70,Blood Elf,Warlock,The Shattered Halls,53,01/01/08 15:55:58
35977,70,Blood Elf,Warlock,Netherstorm,103,01/01/08 15:55:58
62426,70,Blood Elf,Warlock,Western Plaguelands,174,01/01/08 15:55:58
31704,70,Blood Elf,Mage,Hellfire Ramparts,103,01/01/08 15:56:03
52733,70,Blood Elf,Mage,Alterac Valley,53,01/01/08 15:56:03
45271,70,Blood Elf,Mage,Coilfang: The Slave Pens,104,01/01/08 15:56:03
37568,70,Blood Elf,Mage,Coilfang: The Slave Pens,189,01/01/08 15:56:03
34337,70,Blood Elf,Mage,Shattrath City,186,01/01/08 15:56:03
46860,70,Blood Elf,Mage,The Steamvault,103,01/01/08 15:56:03
55051,70,Blood Elf,Mage,Arathi Basin,103,01/01/08 15:56:03
65583,1,Orc,Warrior,Orgrimmar,-1,01/01/08 16:02:23
65295,9,Orc,Warrior,Durotar,-1,01/01/08 16:02:23
65494,12,Orc,Hunter,Durotar,-1,01/01/08 16:02:23
1501,52,Orc,Warrior,Blasted Lands,-1,01/01/08 16:02:23
61239,69,Orc,Hunter,Blade's Edge Mountains,243,01/01/08 16:02:33
22937,69,Orc,Rogue,Shadowmoon Valley,243,01/01/08 16:02:33
15218,65,Orc,Hunter,Terokkar Forest,53,01/01/08 16:02:33
33256,70,Orc,Warrior,Warsong Gulch,53,01/01/08 16:02:38
65046,70,Orc,Warrior,Shattrath City,282,01/01/08 16:02:38
64919,70,Orc,Warrior,Eye of the Storm,-1,01/01/08 16:02:38
62,70,Orc,Warrior,Nagrand,5,01/01/08 16:02:38
22458,70,Orc,Warrior,Arathi Basin,103,01/01/08 16:02:38
22152,70,Orc,Warrior,The Mechanar,53,01/01/08 16:02:38
61833,70,Orc,Hunter,Blade's Edge Mountains,-1,01/01/08 16:02:43
34045,70,Orc,Hunter,Blade's Edge Mountains,104,01/01/08 16:02:43
22218,70,Orc,Hunter,Blade's Edge Mountains,101,01/01/08 16:02:43
18003,70,Orc,Hunter,Hellfire Peninsula,161,01/01/08 16:02:43
3344,70,Orc,Hunter,Hellfire Ramparts,97,01/01/08 16:02:43
50280,70,Orc,Hunter,Sethekk Halls,161,01/01/08 16:02:43
44477,70,Orc,Hunter,Shadowmoon Valley,167,01/01/08 16:02:43
423,70,Orc,Hunter,Shattrath City,62,01/01/08 16:02:43
2796,70,Orc,Hunter,Shattrath City,19,01/01/08 16:02:43
22271,70,Orc,Hunter,Shattrath City,101,01/01/08 16:02:43
22594,70,Orc,Hunter,Shattrath City,35,01/01/08 16:02:43
2808,70,Orc,Hunter,Shattrath City,19,01/01/08 16:02:43
9,70,Orc,Hunter,Shattrath City,79,01/01/08 16:02:43
7127,70,Orc,Hunter,Eye of the Storm,5,01/01/08 16:02:43
22031,70,Orc,Hunter,Eye of the Storm,104,01/01/08 16:02:43
23186,70,Orc,Hunter,Terokkar Forest,103,01/01/08 16:02:43
58724,70,Orc,Hunter,Zul'Farrak,243,01/01/08 16:02:43
980,70,Orc,Hunter,Nagrand Arena,79,01/01/08 16:02:43
45893,70,Orc,Hunter,Netherstorm,166,01/01/08 16:02:43
15605,70,Orc,Hunter,Arathi Basin,103,01/01/08 16:02:43
499,70,Orc,Hunter,Arathi Basin,19,01/01/08 16:02:43
22285,70,Orc,Rogue,Blade's Edge Mountains,103,01/01/08 16:02:48
45536,70,Orc,Rogue,Orgrimmar,103,01/01/08 16:02:48
61421,70,Orc,Rogue,Coilfang: The Slave Pens,103,01/01/08 16:02:48
1570,70,Orc,Shaman,Orgrimmar,186,01/01/08 16:02:53
24815,70,Orc,Warlock,Orgrimmar,104,01/01/08 16:02:58
49719,70,Orc,Warlock,Shattrath City,79,01/01/08 16:02:58
1043,70,Orc,Warlock,Netherstorm,4,01/01/08 16:02:58
23605,70,Orc,Warlock,Arathi Basin,243,01/01/08 16:02:58
62023,49,Tauren,Shaman,Orgrimmar,-1,01/01/08 16:03:04
65344,27,Tauren,Druid,Moonglade,103,01/01/08 16:03:04
28959,28,Tauren,Shaman,Ashenvale,167,01/01/08 16:03:04
63275,40,Tauren,Druid,Badlands,291,01/01/08 16:03:04
65584,2,Tauren,Warrior,Mulgore,-1,01/01/08 16:03:04
65585,2,Tauren,Hunter,Mulgore,-1,01/01/08 16:03:04
63824,9,Tauren,Hunter,Mulgore,-1,01/01/08 16:03:04
65544,10,Tauren,Warrior,Mulgore,-1,01/01/08 16:03:04
63892,12,Tauren,Druid,Mulgore,-1,01/01/08 16:03:04
65516,13,Tauren,Druid,Mulgore,167,01/01/08 16:03:04
65531,15,Tauren,Druid,The Barrens,282,01/01/08 16:03:04
65404,18,Tauren,Druid,The Barrens,282,01/01/08 16:03:04
45051,19,Tauren,Shaman,The Barrens,-1,01/01/08 16:03:04
63266,22,Tauren,Druid,The Barrens,282,01/01/08 16:03:04
64768,23,Tauren,Druid,The Barrens,167,01/01/08 16:03:04
53301,46,Tauren,Hunter,The Hinterlands,53,01/01/08 16:03:04
26481,16,Tauren,Druid,Silverpine Forest,-1,01/01/08 16:03:04
65444,20,Tauren,Druid,Silverpine Forest,291,01/01/08 16:03:04
63859,37,Tauren,Druid,Arathi Highlands,167,01/01/08 16:03:04
17191,14,Tauren,Warrior,Thunder Bluff,298,01/01/08 16:03:04
65177,21,Tauren,Shaman,Thunder Bluff,282,01/01/08 16:03:04
48670,54,Tauren,Druid,Winterspring,282,01/01/08 16:03:09
26706,54,Tauren,Druid,Tanaris,216,01/01/08 16:03:09
3565,57,Tauren,Warrior,Orgrimmar,273,01/01/08 16:03:09
30868,53,Tauren,Druid,Un'Goro Crater,239,01/01/08 16:03:09
56692,64,Tauren,Druid,Nagrand,282,01/01/08 16:03:09
31524,54,Tauren,Warrior,Western Plaguelands,-1,01/01/08 16:03:09
23478,54,Tauren,Warrior,Western Plaguelands,-1,01/01/08 16:03:09
37039,64,Tauren,Druid,Zangarmarsh,53,01/01/08 16:03:09
56755,52,Tauren,Shaman,The Hinterlands,161,01/01/08 16:03:09
61736,67,Tauren,Warrior,Blade's Edge Mountains,243,01/01/08 16:03:14
28270,69,Tauren,Druid,Blade's Edge Mountains,156,01/01/08 16:03:14
171,68,Tauren,Shaman,Sethekk Halls,4,01/01/08 16:03:14
22377,69,Tauren,Hunter,Shattrath City,104,01/01/08 16:03:14
2079,69,Tauren,Warrior,Auchindoun: Shadow Labyrinth,-1,01/01/08 16:03:14
61928,67,Tauren,Druid,Mana-Tombs,253,01/01/08 16:03:14
41715,65,Tauren,Warrior,Zangarmarsh,-1,01/01/08 16:03:14
22071,70,Tauren,Warrior,Blade's Edge Mountains,103,01/01/08 16:03:19
23577,70,Tauren,Warrior,Karazhan,103,01/01/08 16:03:19
22582,70,Tauren,Warrior,Hellfire Peninsula,104,01/01/08 16:03:19
26843,70,Tauren,Warrior,Sethekk Halls,189,01/01/08 16:03:19
24209,70,Tauren,Warrior,Sethekk Halls,204,01/01/08 16:03:19
140,70,Tauren,Warrior,Orgrimmar,5,01/01/08 16:03:19
16638,70,Tauren,Warrior,Coilfang: The Slave Pens,103,01/01/08 16:03:19
29447,70,Tauren,Warrior,Coilfang: The Slave Pens,104,01/01/08 16:03:19
22316,70,Tauren,Warrior,Shadowmoon Valley,101,01/01/08 16:03:19
26111,70,Tauren,Warrior,Warsong Gulch,104,01/01/08 16:03:19
17533,70,Tauren,Warrior,Shattrath City,204,01/01/08 16:03:19
45552,70,Tauren,Warrior,Shattrath City,5,01/01/08 16:03:19
32794,70,Tauren,Warrior,Shattrath City,53,01/01/08 16:03:19
19915,70,Tauren,Warrior,Durotar,161,01/01/08 16:03:19
152,70,Tauren,Warrior,Netherstorm,104,01/01/08 16:03:19
58452,70,Tauren,Warrior,Arathi Basin,165,01/01/08 16:03:19
21880,70,Tauren,Hunter,Sethekk Halls,204,01/01/08 16:03:24
665,70,Tauren,Hunter,Shattrath City,53,01/01/08 16:03:24
21868,70,Tauren,Hunter,Eye of the Storm,104,01/01/08 16:03:24
24754,70,Tauren,Hunter,Eye of the Storm,104,01/01/08 16:03:24
26230,70,Tauren,Hunter,The Botanica,-1,01/01/08 16:03:24
26285,70,Tauren,Hunter,The Shattered Halls,189,01/01/08 16:03:24
30794,70,Tauren,Hunter,Nagrand,-1,01/01/08 16:03:24
21828,70,Tauren,Shaman,Orgrimmar,204,01/01/08 16:03:29
58756,70,Tauren,Shaman,Coilfang: The Slave Pens,79,01/01/08 16:03:29
27432,70,Tauren,Shaman,Shadowmoon Valley,101,01/01/08 16:03:29
46794,70,Tauren,Shaman,Warsong Gulch,204,01/01/08 16:03:29
1415,70,Tauren,Shaman,Shattrath City,186,01/01/08 16:03:29
30078,70,Tauren,Shaman,Eye of the Storm,5,01/01/08 16:03:29
23098,70,Tauren,Shaman,Mana-Tombs,174,01/01/08 16:03:29
2447,70,Tauren,Shaman,The Botanica,103,01/01/08 16:03:29
32438,70,Tauren,Shaman,Terokkar Forest,35,01/01/08 16:03:29
16884,70,Tauren,Shaman,Netherstorm,103,01/01/08 16:03:29
28497,70,Tauren,Shaman,Netherstorm,103,01/01/08 16:03:29
21704,70,Tauren,Shaman,Arathi Basin,79,01/01/08 16:03:29
60179,70,Tauren,Shaman,The Mechanar,53,01/01/08 16:03:29
22366,70,Tauren,Druid,Blade's Edge Mountains,101,01/01/08 16:03:34
19481,70,Tauren,Druid,Hellfire Peninsula,19,01/01/08 16:03:34
178,70,Tauren,Druid,Hellfire Ramparts,9,01/01/08 16:03:34
19581,70,Tauren,Druid,Hellfire Ramparts,19,01/01/08 16:03:34
1679,70,Tauren,Druid,Shadowmoon Valley,19,01/01/08 16:03:34
22350,70,Tauren,Druid,Shattrath City,104,01/01/08 16:03:34
22653,70,Tauren,Druid,Shattrath City,204,01/01/08 16:03:34
21939,70,Tauren,Druid,Shattrath City,103,01/01/08 16:03:34
601,70,Tauren,Druid,Shattrath City,19,01/01/08 16:03:34
51361,70,Tauren,Druid,Shattrath City,266,01/01/08 16:03:34
59029,70,Tauren,Druid,Eye of the Storm,103,01/01/08 16:03:34
2780,70,Tauren,Druid,Mana-Tombs,9,01/01/08 16:03:34
3760,70,Tauren,Druid,The Botanica,5,01/01/08 16:03:34
19085,70,Tauren,Druid,The Botanica,103,01/01/08 16:03:34
